wifiid,gpslatitude,gpslongitude,gpsposaccuracy,rssi,MAC
878638149,55.7117,13.2056,3,-78,
319457504,55.7117,13.2056,3,-88,00:26:3e:b4:10:43
319457504,55.7117,13.2056,3,-88,00:26:3e:b4:10:43
319457504,55.7117,13.2056,3,-89,00:26:3e:b4:10:43
319457511,55.7117,13.2056,3,-88,00:26:3e:b4:10:41
319457511,55.7117,13.2056,3,-88,00:26:3e:b4:10:41
319457511,55.7117,13.2056,3,-90,00:26:3e:b4:10:41
319457504,55.7117,13.2056,3,-86,00:26:3e:b4:10:43
319457511,55.7117,13.2056,3,-87,00:26:3e:b4:10:41
319457504,55.7117,13.2056,3,-88,00:26:3e:b4:10:43
319457511,55.7117,13.2056,3,-88,00:26:3e:b4:10:41
1792521708,55.7116,13.2056,9,-84,1c:56:fe:00:2f:ce
319457504,55.7118,13.2056,6,-88,00:26:3e:b4:10:43
319457511,55.7118,13.2056,6,-87,00:26:3e:b4:10:41
381769175,55.7118,13.2056,6,-78,64:87:88:33:c7:42
812725925,55.7118,13.2056,6,-79,
812725945,55.7118,13.2056,6,-80,
319457504,55.7118,13.2056,4,-90,00:26:3e:b4:10:43
319457504,55.7118,13.2056,4,-90,00:26:3e:b4:10:43
319457511,55.7118,13.2056,4,-92,00:26:3e:b4:10:41
319457511,55.7118,13.2056,4,-91,00:26:3e:b4:10:41
1792521708,55.7116,13.2056,9,-84,1c:56:fe:00:2f:ce
319457504,55.7118,13.2056,4,-90,00:26:3e:b4:10:43
319457511,55.7118,13.2056,4,-91,00:26:3e:b4:10:41
319457504,55.7118,13.2056,4,-90,00:26:3e:b4:10:43
319457511,55.7118,13.2056,4,-92,00:26:3e:b4:10:41
812725925,55.7118,13.2056,3,-89,
812725945,55.7118,13.2056,3,-89,
319457504,55.7118,13.2056,3,-91,00:26:3e:b4:10:43
319457511,55.7118,13.2056,3,-91,00:26:3e:b4:10:41
319457504,55.7117,13.2056,3,-88,00:26:3e:b4:10:43
319457511,55.7117,13.2056,3,-88,00:26:3e:b4:10:41
319457504,55.7117,13.2056,4,-89,00:26:3e:b4:10:43
319457511,55.7117,13.2056,4,-91,00:26:3e:b4:10:41
319457504,55.7116,13.2056,3,-91,00:26:3e:b4:10:43
319457504,55.7116,13.2056,3,-91,00:26:3e:b4:10:43
319457504,55.7116,13.2056,3,-91,00:26:3e:b4:10:43
319457504,55.7117,13.2056,3,-88,00:26:3e:b4:10:43
319457504,55.7117,13.2056,3,-87,00:26:3e:b4:10:43
319457504,55.7117,13.2056,3,-89,00:26:3e:b4:10:43
319457504,55.7118,13.2056,3,-90,00:26:3e:b4:10:43
319457504,55.712,13.2056,7,-88,00:26:3e:b4:10:43
319457511,55.7116,13.2056,3,-91,00:26:3e:b4:10:41
319457511,55.7116,13.2056,3,-91,00:26:3e:b4:10:41
319457511,55.7116,13.2056,3,-91,00:26:3e:b4:10:41
319457511,55.7117,13.2056,3,-89,00:26:3e:b4:10:41
319457511,55.7117,13.2056,3,-89,00:26:3e:b4:10:41
319457511,55.7117,13.2056,3,-90,00:26:3e:b4:10:41
319457511,55.7118,13.2056,3,-89,00:26:3e:b4:10:41
319457511,55.712,13.2056,7,-87,00:26:3e:b4:10:41
319457504,55.7117,13.2056,3,-89,00:26:3e:b4:10:43
319457511,55.7117,13.2056,3,-90,00:26:3e:b4:10:41
319457504,55.7118,13.2056,3,-90,00:26:3e:b4:10:43
319457511,55.7118,13.2056,3,-89,00:26:3e:b4:10:41
319457504,55.7116,13.2056,3,-91,00:26:3e:b4:10:43
319457511,55.7116,13.2056,3,-91,00:26:3e:b4:10:41
319457504,55.7117,13.2056,3,-89,00:26:3e:b4:10:43
319457511,55.7117,13.2056,3,-91,00:26:3e:b4:10:41
943170522,55.7118,13.2056,4,-87,ac:a3:1e:f5:cf:61
943170538,55.7118,13.2056,4,-87,40:e3:d6:a8:7f:21
947309250,55.7118,13.2056,4,-87,40:e3:d6:a8:7f:23
947309254,55.7118,13.2056,4,-88,40:e3:d6:a8:7f:22
947309255,55.7118,13.2056,4,-87,40:e3:d6:a8:7f:20
949972016,55.7118,13.2056,4,-87,ac:a3:1e:f5:cf:63
950295030,55.7118,13.2056,4,-86,ac:a3:1e:f5:cf:60
964058109,55.7118,13.2056,4,-88,40:e3:d6:a9:49:23
1166890816,55.7118,13.2056,4,-89,70:3a:0e:9a:74:d1
1166890820,55.7118,13.2056,4,-87,70:3a:0e:9a:74:c1
1166890826,55.7118,13.2056,4,-88,70:3a:0e:9a:74:d0
1170028437,55.7118,13.2056,4,-90,70:3a:0e:9a:74:c0
1238951884,55.7118,13.2056,4,-74,c4:b3:01:e1:8e:fe
1314290007,55.7118,13.2056,4,-86,70:3a:0e:9a:74:c2
1316664712,55.7118,13.2056,4,-89,70:3a:0e:9a:74:d2
1426498082,55.7118,13.2056,4,-85,e8:d1:1b:ff:03:d0
319457504,55.7115,13.2056,3,-91,00:26:3e:b4:10:43
319457511,55.7115,13.2056,3,-92,00:26:3e:b4:10:41
319457504,55.7115,13.2056,3,-91,00:26:3e:b4:10:43
319457504,55.7115,13.2056,3,-91,00:26:3e:b4:10:43
319457511,55.7115,13.2056,3,-92,00:26:3e:b4:10:41
319457511,55.7115,13.2056,3,-92,00:26:3e:b4:10:41
319457504,55.7116,13.2056,3,-88,00:26:3e:b4:10:43
319457511,55.7116,13.2056,3,-89,00:26:3e:b4:10:41
336523183,55.7118,13.2056,7,-89,e0:91:53:78:49:20
319457504,55.7115,13.2056,3,-88,00:26:3e:b4:10:43
319457504,55.7115,13.2056,3,-88,00:26:3e:b4:10:43
319457511,55.7115,13.2056,3,-89,00:26:3e:b4:10:41
319457511,55.7115,13.2056,3,-89,00:26:3e:b4:10:41
319457504,55.7115,13.2056,3,-88,00:26:3e:b4:10:43
319457511,55.7115,13.2056,3,-89,00:26:3e:b4:10:41
319457504,55.7117,13.2057,6,-89,00:26:3e:b4:10:43
319457511,55.7117,13.2057,6,-88,00:26:3e:b4:10:41
319457504,55.7118,13.2057,3,-87,00:26:3e:b4:10:43
319457511,55.7118,13.2057,3,-88,00:26:3e:b4:10:41
319457504,55.7117,13.2057,3,-90,00:26:3e:b4:10:43
319457504,55.7117,13.2057,3,-90,00:26:3e:b4:10:43
319457511,55.7117,13.2057,3,-90,00:26:3e:b4:10:41
319457511,55.7117,13.2057,3,-90,00:26:3e:b4:10:41
812725925,55.7127,13.2057,4,-91,
319457504,55.7116,13.2057,3,-91,00:26:3e:b4:10:43
319457511,55.7116,13.2057,3,-91,00:26:3e:b4:10:41
319457504,55.7115,13.2057,3,-91,00:26:3e:b4:10:43
319457511,55.7115,13.2057,3,-91,00:26:3e:b4:10:41
812725925,55.7115,13.2058,3,-79,
812725925,55.7115,13.2058,3,-79,
812725945,55.7115,13.2058,3,-77,
812725945,55.7115,13.2058,3,-77,
933849440,55.7115,13.2058,3,-88,40:e3:d6:d3:d1:b2
933849440,55.7115,13.2058,3,-88,40:e3:d6:d3:d1:b2
933849440,55.7115,13.2058,3,-88,40:e3:d6:d3:d1:b2
1166890813,55.7115,13.2058,5,-82,70:3a:0e:9a:6c:b1
1166890814,55.7115,13.2058,5,-82,70:3a:0e:9a:6c:b0
1166890816,55.7115,13.2058,5,-85,70:3a:0e:9a:74:d1
1166890820,55.7115,13.2058,5,-80,70:3a:0e:9a:74:c1
1166890826,55.7115,13.2058,5,-85,70:3a:0e:9a:74:d0
1172064050,55.7115,13.2058,5,-86,b4:5d:50:ea:ae:d1
1172064051,55.7115,13.2058,5,-87,b4:5d:50:ea:ae:d0
1230189394,55.7115,13.2058,5,-74,9e:93:4e:3b:b4:ef
1242205769,55.7115,13.2058,5,-88,c4:b3:01:e1:8e:ff
1316664694,55.7115,13.2058,5,-82,70:3a:0e:9a:6c:b2
1316664712,55.7115,13.2058,5,-86,70:3a:0e:9a:74:d2
319457504,55.7114,13.2058,3,-89,00:26:3e:b4:10:43
319457511,55.7114,13.2058,3,-88,00:26:3e:b4:10:41
812725945,55.7116,13.2058,5,-72,
813577019,55.7116,13.2058,5,-92,
813577021,55.7116,13.2058,5,-90,
934787177,55.7116,13.2058,5,-90,40:e3:d6:d3:d3:32
1238951884,55.7116,13.2058,5,-86,c4:b3:01:e1:8e:fe
933849440,55.7115,13.2058,4,-90,40:e3:d6:d3:d1:b2
1035981973,55.7115,13.2058,4,-80,40:b8:37:b5:5d:5f
1035981973,55.7109,13.2058,6,-82,40:b8:37:b5:5d:5f
336523176,55.7115,13.2059,5,-89,e0:91:53:79:68:aa
812725925,55.7115,13.2059,9,-76,
896289537,55.7115,13.2059,9,-88,
812725945,55.7106,13.2059,3,-86,
896218418,55.7115,13.2059,4,-92,
896289537,55.7115,13.2059,4,-90,
896289537,55.7115,13.2059,4,-90,
1248355331,55.7107,13.2059,6,-92,b4:5d:50:0b:90:20
896289537,55.7113,13.206,3,-81,
933849460,55.7113,13.206,3,-81,40:e3:d6:d3:d9:12
934787183,55.7113,13.206,3,-89,40:e3:d6:d3:e0:72
336523176,55.7115,13.206,9,-89,e0:91:53:79:68:aa
381179871,55.7105,13.206,10,-86,64:87:88:33:c7:40
381179871,55.7105,13.206,10,-86,64:87:88:33:c7:40
381769175,55.7105,13.206,10,-84,64:87:88:33:c7:42
381769175,55.7105,13.206,10,-84,64:87:88:33:c7:42
812725925,55.7115,13.206,7,-83,
812725945,55.7115,13.206,7,-82,
812725925,55.7115,13.206,9,-77,
812725945,55.7115,13.206,9,-76,
812725925,55.7115,13.206,5,-74,
812725945,55.7115,13.206,5,-74,
812725945,55.7115,13.206,4,-86,
319457504,55.7105,13.2061,5,-88,00:26:3e:b4:10:43
319457511,55.7105,13.2061,5,-87,00:26:3e:b4:10:41
812725925,55.7128,13.2061,9,-85,
812725945,55.7128,13.2061,9,-85,
812725925,55.7128,13.2061,9,-83,
812725925,55.7128,13.2061,9,-88,
812725945,55.7128,13.2061,9,-83,
812725925,55.7128,13.2061,9,-88,
812725925,55.7114,13.2061,5,-82,
812726093,55.7114,13.2061,5,-92,
1274065599,55.7114,13.2061,5,-89,a8:bd:27:4e:8c:a3
1274065600,55.7114,13.2061,5,-89,a8:bd:27:4e:8c:a2
1274065601,55.7114,13.2061,5,-87,a8:bd:27:4e:8c:a1
1248355331,55.7108,13.2061,5,-92,b4:5d:50:0b:90:20
812725925,55.7115,13.2061,3,-93,
812725945,55.7115,13.2061,3,-92,
336523176,55.7114,13.2061,7,-89,e0:91:53:79:68:aa
812725925,55.7128,13.2061,9,-85,
812725925,55.7128,13.2061,9,-82,
381769175,55.7115,13.2061,6,-85,64:87:88:33:c7:42
812725945,55.7128,13.2061,5,-88,
812725925,55.7113,13.2061,3,-86,
812725945,55.7113,13.2061,3,-88,
812725925,55.7113,13.2061,3,-86,
812725945,55.7116,13.2062,4,-85,
1248355331,55.7107,13.2062,6,-92,b4:5d:50:0b:90:20
933849440,55.7115,13.2062,5,-85,40:e3:d6:d3:d1:b2
381179871,55.7115,13.2062,3,-82,64:87:88:33:c7:40
381769175,55.7115,13.2062,3,-83,64:87:88:33:c7:42
812725945,55.7114,13.2062,6,-89,
812725945,55.7113,13.2062,10,-87,
933849440,55.7113,13.2062,10,-89,40:e3:d6:d3:d1:b2
812725945,55.7115,13.2062,6,-63,
381179871,55.7114,13.2062,3,-86,64:87:88:33:c7:40
933849440,55.7116,13.2062,8,-88,40:e3:d6:d3:d1:b2
381179871,55.7114,13.2062,3,-86,64:87:88:33:c7:40
381179871,55.7114,13.2062,3,-86,64:87:88:33:c7:40
878638147,55.7116,13.2062,7,-72,
878638149,55.7116,13.2062,7,-73,
933849440,55.7116,13.2062,7,-83,40:e3:d6:d3:d1:b2
933849440,55.7116,13.2062,8,-88,40:e3:d6:d3:d1:b2
812725925,55.7116,13.2062,7,-79,
896289537,55.7115,13.2062,10,-88,
1248355331,55.7107,13.2062,5,-92,b4:5d:50:0b:90:20
933849440,55.7115,13.2062,3,-90,40:e3:d6:d3:d1:b2
896218418,55.7115,13.2062,10,-88,
933849440,55.7115,13.2062,4,-90,40:e3:d6:d3:d1:b2
381179871,55.7115,13.2062,8,-80,64:87:88:33:c7:40
381769175,55.7115,13.2062,8,-77,64:87:88:33:c7:42
812725925,55.7128,13.2062,4,-90,
1248355331,55.7108,13.2062,5,-92,b4:5d:50:0b:90:20
896218418,55.7114,13.2062,3,-81,
933849460,55.7114,13.2062,3,-81,40:e3:d6:d3:d9:12
934787183,55.7114,13.2062,3,-89,40:e3:d6:d3:e0:72
812725945,55.7114,13.2063,5,-89,
812725925,55.7114,13.2063,3,-81,
812725925,55.7114,13.2063,3,-81,
878638147,55.7116,13.2063,3,-86,
878638149,55.7116,13.2063,3,-86,
933849440,55.7114,13.2063,8,-84,40:e3:d6:d3:d1:b2
812725925,55.7128,13.2063,3,-86,
812725925,55.7098,13.2063,8,-86,
812725925,55.7114,13.2063,6,-74,
812725925,55.7128,13.2063,3,-86,
812725945,55.7128,13.2063,3,-85,
878638147,55.7114,13.2063,6,-83,
878638149,55.7114,13.2063,6,-84,
933849440,55.7114,13.2063,6,-76,40:e3:d6:d3:d1:b2
933849440,55.7114,13.2063,6,-76,40:e3:d6:d3:d1:b2
812725925,55.7128,13.2063,3,-86,
812725925,55.7115,13.2063,5,-79,
381179871,55.7115,13.2063,3,-84,64:87:88:33:c7:40
933849440,55.7115,13.2063,3,-90,40:e3:d6:d3:d1:b2
934787183,55.7115,13.2063,3,-90,40:e3:d6:d3:e0:72
1166890813,55.7115,13.2063,5,-82,70:3a:0e:9a:6c:b1
1166890814,55.7115,13.2063,5,-82,70:3a:0e:9a:6c:b0
1166890816,55.7115,13.2063,5,-85,70:3a:0e:9a:74:d1
1166890820,55.7115,13.2063,5,-80,70:3a:0e:9a:74:c1
1166890826,55.7115,13.2063,5,-85,70:3a:0e:9a:74:d0
1172064050,55.7115,13.2063,5,-86,b4:5d:50:ea:ae:d1
1172064051,55.7115,13.2063,5,-87,b4:5d:50:ea:ae:d0
1230189394,55.7115,13.2063,5,-74,9e:93:4e:3b:b4:ef
1242205769,55.7115,13.2063,5,-88,c4:b3:01:e1:8e:ff
1316664694,55.7115,13.2063,5,-82,70:3a:0e:9a:6c:b2
1316664712,55.7115,13.2063,5,-86,70:3a:0e:9a:74:d2
812725945,55.7114,13.2063,5,-75,
878638147,55.7114,13.2063,5,-83,
878638149,55.7114,13.2063,5,-84,
933849440,55.7114,13.2063,5,-76,40:e3:d6:d3:d1:b2
812725945,55.7116,13.2063,7,-76,
933849440,55.7116,13.2063,7,-89,40:e3:d6:d3:d1:b2
934787177,55.7116,13.2063,7,-92,40:e3:d6:d3:d3:32
896218418,55.7114,13.2063,4,-91,
896289537,55.7114,13.2063,4,-89,
896289537,55.7114,13.2063,4,-89,
812725925,55.7114,13.2063,6,-84,
896218418,55.7115,13.2063,6,-90,
896289537,55.7115,13.2063,6,-90,
933849460,55.7115,13.2063,6,-89,40:e3:d6:d3:d9:12
933849440,55.7115,13.2063,4,-90,40:e3:d6:d3:d1:b2
381179871,55.7115,13.2063,3,-86,64:87:88:33:c7:40
381179871,55.7115,13.2063,3,-86,64:87:88:33:c7:40
812725925,55.7115,13.2063,10,-80,
812725925,55.7115,13.2063,10,-80,
933849440,55.7115,13.2063,10,-89,40:e3:d6:d3:d1:b2
933849440,55.7115,13.2063,10,-89,40:e3:d6:d3:d1:b2
812725925,55.7115,13.2063,3,-89,
812725945,55.7115,13.2063,3,-89,
381769175,55.7115,13.2064,3,-87,64:87:88:33:c7:42
381769175,55.7115,13.2064,3,-87,64:87:88:33:c7:42
896218418,55.7114,13.2064,4,-90,
1248355331,55.7107,13.2064,5,-92,b4:5d:50:0b:90:20
381179871,55.7115,13.2064,8,-89,64:87:88:33:c7:40
1035981973,55.7115,13.2064,8,-82,40:b8:37:b5:5d:5f
812725945,55.7128,13.2064,3,-85,
812725945,55.7114,13.2064,4,-83,
896218418,55.7114,13.2064,4,-86,
896289537,55.7114,13.2064,4,-86,
933849460,55.7114,13.2064,4,-85,40:e3:d6:d3:d9:12
812725925,55.7114,13.2064,4,-83,
812725945,55.7114,13.2064,4,-83,
812725945,55.7114,13.2064,4,-83,
896218418,55.7114,13.2064,4,-86,
896218418,55.7114,13.2064,4,-86,
896289537,55.7114,13.2064,4,-86,
896289537,55.7114,13.2064,4,-86,
933849460,55.7114,13.2064,4,-85,40:e3:d6:d3:d9:12
933849460,55.7114,13.2064,4,-85,40:e3:d6:d3:d9:12
1248355331,55.7108,13.2064,4,-92,b4:5d:50:0b:90:20
1248355331,55.7108,13.2064,5,-92,b4:5d:50:0b:90:20
1248355331,55.7111,13.2064,6,-92,b4:5d:50:0b:90:20
1248355331,55.7111,13.2064,6,-92,b4:5d:50:0b:90:20
896218418,55.7114,13.2064,5,-91,
896289537,55.7114,13.2064,5,-90,
933849460,55.7114,13.2064,5,-90,40:e3:d6:d3:d9:12
934787183,55.7114,13.2064,5,-90,40:e3:d6:d3:e0:72
812725925,55.7114,13.2064,5,-84,
878638147,55.7115,13.2064,4,-87,
878638147,55.7115,13.2064,4,-87,
878638147,55.7115,13.2064,4,-87,
878638149,55.7115,13.2064,4,-87,
878638149,55.7115,13.2064,4,-87,
878638149,55.7115,13.2064,4,-87,
1248355331,55.7107,13.2064,3,-92,b4:5d:50:0b:90:20
878638147,55.7114,13.2064,4,-87,
878638149,55.7114,13.2064,4,-87,
896218199,55.7116,13.2064,5,-87,
896218200,55.7116,13.2064,5,-86,
934787199,55.7116,13.2064,5,-86,40:e3:d6:d3:de:92
934787199,55.7116,13.2064,5,-86,40:e3:d6:d3:de:92
812725945,55.7114,13.2064,4,-82,
1248355331,55.7108,13.2064,5,-92,b4:5d:50:0b:90:20
350493672,55.7097,13.2064,7,-88,f0:d1:a9:0e:66:16
1103619497,55.7097,13.2064,7,-86,f0:5c:19:9b:2a:80
1182334685,55.7097,13.2064,7,-86,14:cc:20:ff:7c:f4
1192224988,55.7097,13.2064,7,-85,b4:5d:50:ea:e2:61
1192224989,55.7097,13.2064,7,-87,b4:5d:50:ea:e2:60
1248355328,55.7097,13.2064,7,-74,b4:5d:50:0b:90:21
1248355331,55.7097,13.2064,7,-75,b4:5d:50:0b:90:20
1248355338,55.7097,13.2064,7,-85,b4:5d:50:0b:90:41
812725925,55.7114,13.2065,4,-82,
1248355331,55.7107,13.2065,7,-92,b4:5d:50:0b:90:20
381179871,55.7116,13.2065,6,-81,64:87:88:33:c7:40
933849460,55.7114,13.2065,5,-88,40:e3:d6:d3:d9:12
934787183,55.7114,13.2065,5,-90,40:e3:d6:d3:e0:72
4343261,55.7094,13.2065,10,-90,00:1d:7e:f0:fb:39
896218418,55.7114,13.2065,5,-88,
896289537,55.7114,13.2065,5,-89,
933849460,55.7114,13.2065,5,-88,40:e3:d6:d3:d9:12
934787183,55.7114,13.2065,5,-90,40:e3:d6:d3:e0:72
1248355331,55.7107,13.2065,5,-92,b4:5d:50:0b:90:20
812725925,55.7114,13.2065,5,-85,
812725925,55.7128,13.2065,3,-86,
812726093,55.7115,13.2065,3,-79,
812726093,55.7115,13.2065,3,-79,
812726093,55.7115,13.2065,3,-79,
813577021,55.7115,13.2065,3,-81,
813577021,55.7115,13.2065,3,-81,
813577021,55.7115,13.2065,3,-81,
813577143,55.7115,13.2065,3,-85,
813577143,55.7115,13.2065,3,-85,
813577143,55.7115,13.2065,3,-85,
878638147,55.7115,13.2065,3,-82,
878638147,55.7115,13.2065,3,-82,
878638147,55.7115,13.2065,3,-82,
896218200,55.7115,13.2065,3,-88,
896218200,55.7115,13.2065,3,-88,
896218200,55.7115,13.2065,3,-88,
933849440,55.7115,13.2065,3,-88,40:e3:d6:d3:d1:b2
933849440,55.7115,13.2065,3,-88,40:e3:d6:d3:d1:b2
933849440,55.7115,13.2065,3,-88,40:e3:d6:d3:d1:b2
934787177,55.7115,13.2065,3,-81,40:e3:d6:d3:d3:32
934787177,55.7115,13.2065,3,-81,40:e3:d6:d3:d3:32
934787177,55.7115,13.2065,3,-81,40:e3:d6:d3:d3:32
934787180,55.7115,13.2065,3,-81,40:e3:d6:d3:d9:32
934787180,55.7115,13.2065,3,-81,40:e3:d6:d3:d9:32
934787180,55.7115,13.2065,3,-81,40:e3:d6:d3:d9:32
934787183,55.7115,13.2065,3,-89,40:e3:d6:d3:e0:72
934787183,55.7115,13.2065,3,-89,40:e3:d6:d3:e0:72
934787183,55.7115,13.2065,3,-89,40:e3:d6:d3:e0:72
934787199,55.7115,13.2065,3,-88,40:e3:d6:d3:de:92
934787199,55.7115,13.2065,3,-88,40:e3:d6:d3:de:92
934787199,55.7115,13.2065,3,-88,40:e3:d6:d3:de:92
934787207,55.7115,13.2065,3,-84,40:e3:d6:d3:3e:a2
934787207,55.7115,13.2065,3,-84,40:e3:d6:d3:3e:a2
934787207,55.7115,13.2065,3,-84,40:e3:d6:d3:3e:a2
937698369,55.7115,13.2065,3,-85,40:e3:d6:d3:3e:b2
937698369,55.7115,13.2065,3,-85,40:e3:d6:d3:3e:b2
937698369,55.7115,13.2065,3,-85,40:e3:d6:d3:3e:b2
1248355331,55.7106,13.2065,5,-92,b4:5d:50:0b:90:20
1248355331,55.7108,13.2065,3,-92,b4:5d:50:0b:90:20
1248355331,55.7108,13.2065,3,-92,b4:5d:50:0b:90:20
1248355331,55.7109,13.2065,4,-92,b4:5d:50:0b:90:20
1274065599,55.7115,13.2065,3,-83,a8:bd:27:4e:8c:a3
1274065599,55.7115,13.2065,3,-83,a8:bd:27:4e:8c:a3
1274065599,55.7115,13.2065,3,-83,a8:bd:27:4e:8c:a3
1274065600,55.7115,13.2065,3,-84,a8:bd:27:4e:8c:a2
1274065600,55.7115,13.2065,3,-84,a8:bd:27:4e:8c:a2
1274065600,55.7115,13.2065,3,-84,a8:bd:27:4e:8c:a2
1274065601,55.7115,13.2065,3,-87,a8:bd:27:4e:8c:a1
1274065601,55.7115,13.2065,3,-87,a8:bd:27:4e:8c:a1
1274065601,55.7115,13.2065,3,-87,a8:bd:27:4e:8c:a1
1274065602,55.7115,13.2065,3,-85,a8:bd:27:4e:8c:a0
1274065602,55.7115,13.2065,3,-85,a8:bd:27:4e:8c:a0
1274065602,55.7115,13.2065,3,-85,a8:bd:27:4e:8c:a0
1274080946,55.7115,13.2065,3,-90,a8:bd:27:4e:8c:b3
1274080946,55.7115,13.2065,3,-90,a8:bd:27:4e:8c:b3
1274080946,55.7115,13.2065,3,-90,a8:bd:27:4e:8c:b3
1274080947,55.7115,13.2065,3,-88,a8:bd:27:4e:8c:b1
1274080947,55.7115,13.2065,3,-88,a8:bd:27:4e:8c:b1
1274080947,55.7115,13.2065,3,-88,a8:bd:27:4e:8c:b1
1274555699,55.7115,13.2065,3,-91,a8:bd:27:4e:8c:b2
1274555699,55.7115,13.2065,3,-91,a8:bd:27:4e:8c:b2
1274555699,55.7115,13.2065,3,-91,a8:bd:27:4e:8c:b2
1316711519,55.7115,13.2065,3,-85,a8:bd:27:4e:8c:a4
1316711519,55.7115,13.2065,3,-85,a8:bd:27:4e:8c:a4
1316711519,55.7115,13.2065,3,-85,a8:bd:27:4e:8c:a4
1366141154,55.7115,13.2065,3,-91,a8:bd:27:4e:8c:b4
1366141154,55.7115,13.2065,3,-91,a8:bd:27:4e:8c:b4
1366141154,55.7115,13.2065,3,-91,a8:bd:27:4e:8c:b4
4343261,55.7114,13.2065,4,-88,00:1d:7e:f0:fb:39
4343261,55.7114,13.2065,4,-88,00:1d:7e:f0:fb:39
1248355331,55.7107,13.2065,2,-92,b4:5d:50:0b:90:20
878638147,55.7114,13.2065,6,-89,
1248355331,55.7105,13.2065,9,-92,b4:5d:50:0b:90:20
1248355331,55.7107,13.2065,2,-92,b4:5d:50:0b:90:20
812725945,55.7115,13.2065,4,-88,
896218418,55.7115,13.2065,4,-88,
812725925,55.7114,13.2065,4,-82,
1248355331,55.7108,13.2065,4,-92,b4:5d:50:0b:90:20
896218418,55.7114,13.2065,3,-81,
933849460,55.7114,13.2065,3,-81,40:e3:d6:d3:d9:12
934787183,55.7114,13.2065,3,-89,40:e3:d6:d3:e0:72
1248355331,55.7108,13.2065,5,-92,b4:5d:50:0b:90:20
812725945,55.7114,13.2065,4,-86,
381179871,55.7115,13.2065,3,-86,64:87:88:33:c7:40
381179871,55.7115,13.2065,3,-86,64:87:88:33:c7:40
1248355331,55.7108,13.2065,5,-92,b4:5d:50:0b:90:20
381179871,55.7115,13.2065,3,-86,64:87:88:33:c7:40
812725925,55.7126,13.2066,5,-82,
812725925,55.7127,13.2066,3,-85,
812725945,55.7126,13.2066,5,-81,
1248355331,55.7107,13.2066,4,-92,b4:5d:50:0b:90:20
1248355331,55.7108,13.2066,1,-92,b4:5d:50:0b:90:20
1248355331,55.7108,13.2066,3,-92,b4:5d:50:0b:90:20
1248355331,55.7108,13.2066,2,-92,b4:5d:50:0b:90:20
1248355331,55.7108,13.2066,5,-92,b4:5d:50:0b:90:20
1248355331,55.7109,13.2066,5,-92,b4:5d:50:0b:90:20
1248355331,55.7109,13.2066,4,-92,b4:5d:50:0b:90:20
1248355331,55.711,13.2066,5,-92,b4:5d:50:0b:90:20
1248355331,55.711,13.2066,5,-92,b4:5d:50:0b:90:20
812725925,55.7128,13.2066,3,-88,
1248355331,55.7108,13.2066,5,-92,b4:5d:50:0b:90:20
1248355331,55.7109,13.2066,4,-92,b4:5d:50:0b:90:20
933849460,55.7114,13.2066,5,-90,40:e3:d6:d3:d9:12
1248355331,55.7107,13.2066,3,-92,b4:5d:50:0b:90:20
1248355331,55.7108,13.2066,4,-92,b4:5d:50:0b:90:20
1248355331,55.7108,13.2066,2,-92,b4:5d:50:0b:90:20
1248355331,55.7109,13.2066,6,-92,b4:5d:50:0b:90:20
812725945,55.7115,13.2066,9,-90,
812725945,55.7108,13.2066,10,-88,
1248355328,55.7108,13.2066,4,-92,b4:5d:50:0b:90:21
1248355328,55.7108,13.2066,4,-92,b4:5d:50:0b:90:21
1248355331,55.7107,13.2066,9,-92,b4:5d:50:0b:90:20
1248355331,55.7108,13.2066,4,-92,b4:5d:50:0b:90:20
1248355331,55.7108,13.2066,4,-92,b4:5d:50:0b:90:20
381769175,55.7115,13.2066,6,-85,64:87:88:33:c7:42
381179871,55.7115,13.2066,6,-84,64:87:88:33:c7:40
812725925,55.7114,13.2066,5,-84,
812725925,55.7115,13.2066,6,-84,
812725945,55.7114,13.2066,5,-84,
812725945,55.7115,13.2066,6,-88,
933849440,55.7115,13.2066,6,-90,40:e3:d6:d3:d1:b2
934787183,55.7115,13.2066,6,-90,40:e3:d6:d3:e0:72
1248355331,55.7108,13.2066,2,-92,b4:5d:50:0b:90:20
812725925,55.7091,13.2066,3,-87,
812725945,55.7108,13.2066,10,-90,
896218418,55.7114,13.2066,4,-90,
896289537,55.7114,13.2066,4,-89,
933849460,55.7114,13.2066,4,-90,40:e3:d6:d3:d9:12
933849460,55.7114,13.2066,4,-90,40:e3:d6:d3:d9:12
896218418,55.7114,13.2066,5,-88,
896289537,55.7114,13.2066,5,-89,
933849460,55.7114,13.2066,5,-88,40:e3:d6:d3:d9:12
934787183,55.7114,13.2066,5,-88,40:e3:d6:d3:e0:72
812725925,55.7115,13.2066,7,-88,
812725945,55.7115,13.2066,7,-89,
933849460,55.7114,13.2066,5,-88,40:e3:d6:d3:d9:12
934787183,55.7114,13.2066,5,-88,40:e3:d6:d3:e0:72
319457504,55.7097,13.2066,8,-88,00:26:3e:b4:10:43
319457511,55.7097,13.2066,8,-87,00:26:3e:b4:10:41
381769175,55.7114,13.2066,8,-89,64:87:88:33:c7:42
812725925,55.7114,13.2066,4,-83,
812725925,55.7114,13.2066,8,-88,
812725925,55.7115,13.2066,4,-86,
812725945,55.7114,13.2066,8,-88,
